Unnamed: 0,carat,cut,cut_ord,color,clarity,clarity_ord,price,color_ord
549,0.74,Ideal,5,I,VS1,4,2631,4
550,0.56,Ideal,5,H,SI1,3,1270,4
551,0.4,Ideal,5,F,SI2,2,677,5
552,0.96,Fair,1,H,I1,1,1705,4
553,0.32,Ideal,5,G,VS1,4,828,4
554,0.34,Ideal,5,H,VS1,4,615,4
555,0.45,Ideal,5,J,VS2,5,672,4
556,1.01,Premium,4,H,SI2,2,4242,4
557,1.5,Premium,4,F,VS2,5,14486,5
558,0.35,Ideal,5,H,IF,8,984,4
559,1.5,Good,2,J,VVS2,6,8276,4
560,0.41,Ideal,5,E,SI2,2,818,5
561,1.24,Premium,4,D,VS2,5,9738,5
562,0.71,Ideal,5,J,SI1,3,1713,4
563,0.4,Ideal,5,F,VVS1,7,1128,5
564,0.26,Ideal,5,H,VS1,4,482,4
565,0.29,Very Good,3,G,VS2,5,471,4
566,1.28,Premium,4,H,SI1,3,6595,4
567,2.3,Ideal,5,I,SI2,2,16181,4
568,1.04,Very Good,3,I,SI1,3,4190,4
569,0.5,Ideal,5,I,SI1,3,982,4
570,1.39,Ideal,5,F,SI2,2,5021,5
571,0.51,Ideal,5,E,SI1,3,1546,5
572,0.36,Ideal,5,F,VS1,4,789,5
573,0.31,Premium,4,D,SI1,3,732,5
574,0.31,Ideal,5,G,VVS1,7,789,4
575,1.0,Very Good,3,F,SI2,2,4255,5
576,1.01,Premium,4,E,SI1,3,5599,5
577,0.9,Very Good,3,F,SI1,3,4119,5
578,1.02,Good,2,H,SI2,2,3427,4
579,1.01,Premium,4,H,SI2,2,4242,4
580,1.51,Good,2,H,VS1,4,10819,4
581,0.41,Good,2,I,VVS2,6,827,4
582,0.42,Ideal,5,F,VVS2,6,1221,5
583,1.21,Premium,4,J,VVS2,6,5431,4
584,0.25,Very Good,3,F,VVS2,6,575,5
585,0.5,Fair,1,G,I1,1,701,4
586,1.3,Ideal,5,F,VVS2,6,12734,5
587,0.39,Ideal,5,I,VVS2,6,849,4
588,0.4,Ideal,5,F,VS2,5,842,5
589,0.57,Premium,4,D,SI2,2,1012,5
590,1.2,Premium,4,E,SI2,2,5268,5
591,0.5,Fair,1,H,VS2,5,1122,4
592,0.71,Very Good,3,I,VVS2,6,2586,4
593,0.54,Ideal,5,E,VS2,5,1695,5
594,2.25,Very Good,3,H,SI2,2,14775,4
595,0.73,Very Good,3,F,VS2,5,2503,5
596,0.4,Premium,4,G,VS1,4,1125,4
597,1.51,Premium,4,G,VS2,5,16091,4
598,0.41,Very Good,3,D,VS2,5,1007,5
599,2.02,Ideal,5,G,VS2,5,18077,4
600,0.9,Very Good,3,H,VS2,5,4258,4
601,0.66,Ideal,5,D,VVS2,6,3103,5
602,0.56,Ideal,5,H,VVS1,7,1941,4
603,0.38,Ideal,5,E,VS1,4,1133,5
604,2.08,Ideal,5,H,SI2,2,15065,4
605,0.35,Ideal,5,E,VS2,5,984,5
606,0.34,Ideal,5,H,VS2,5,689,4
607,0.9,Very Good,3,F,VS2,5,4617,5
608,2.01,Premium,4,I,SI1,3,11646,4
609,1.2,Very Good,3,H,SI2,2,5280,4
610,0.4,Good,2,J,VS1,4,589,4
611,1.23,Ideal,5,H,SI2,2,5951,4
612,0.57,Ideal,5,F,VVS2,6,2402,5
613,1.13,Ideal,5,E,VVS2,6,11387,5
614,0.34,Very Good,3,I,SI1,3,459,4
615,1.51,Premium,4,J,VS2,5,7357,4
616,1.34,Ideal,5,D,SI1,3,8930,5
617,0.9,Very Good,3,I,SI2,2,3057,4
618,1.2,Good,2,D,VS2,5,8521,5
619,1.02,Premium,4,H,SI1,3,4558,4
620,0.31,Premium,4,H,VS1,4,698,4
621,0.38,Ideal,5,G,VVS1,7,973,4
622,1.21,Ideal,5,G,VS1,4,8616,4
623,0.3,Ideal,5,I,SI1,3,422,4
624,0.83,Ideal,5,F,SI1,3,3290,5
625,0.32,Premium,4,G,VS1,4,828,4
626,0.44,Premium,4,F,VS1,4,1155,5
627,0.52,Very Good,3,J,VS2,5,1141,4
628,0.26,Very Good,3,E,VVS1,7,657,5
629,1.5,Very Good,3,H,VS1,4,10584,4
630,1.06,Ideal,5,E,VS2,5,7788,5
631,0.9,Very Good,3,H,VS1,4,4234,4
632,0.37,Very Good,3,F,VS2,5,696,5
633,0.3,Very Good,3,H,VS1,4,526,4
634,0.36,Ideal,5,F,VVS2,6,828,5
635,0.31,Good,2,E,SI1,3,698,5
636,0.7,Ideal,5,E,SI1,3,2745,5
637,2.02,Premium,4,H,SI2,2,15996,4
638,0.45,Very Good,3,G,VVS1,7,1263,4
639,0.39,Premium,4,J,VVS1,7,921,4
640,1.31,Premium,4,G,VS2,5,8979,4
641,1.06,Premium,4,G,VVS2,6,7627,4
642,0.5,Ideal,5,D,VVS2,6,2376,5
643,1.01,Premium,4,G,SI1,3,4338,4
644,0.6,Very Good,3,E,SI2,2,1250,5
645,0.32,Ideal,5,E,VVS2,6,843,5
646,1.72,Very Good,3,E,SI2,2,11638,5
647,0.53,Ideal,5,D,SI1,3,1753,5
648,1.0,Very Good,3,H,SI1,3,4702,4
649,1.01,Premium,4,H,SI1,3,4707,4
650,0.91,Very Good,3,I,VS2,5,3994,4
651,0.57,Very Good,3,I,SI1,3,1180,4
652,1.25,Premium,4,H,VS1,4,7560,4
653,1.2,Premium,4,G,VVS2,6,9475,4
654,1.5,Ideal,5,G,VS2,5,13135,4
655,1.03,Premium,4,G,VS1,4,6659,4
656,0.42,Premium,4,E,SI1,3,992,5
657,0.7,Premium,4,H,SI2,2,2184,4
658,1.01,Premium,4,D,SI1,3,5543,5
659,1.0,Premium,4,G,VS2,5,6048,4
660,0.32,Ideal,5,E,VVS1,7,892,5
661,1.07,Ideal,5,F,SI2,2,5405,5
662,0.52,Premium,4,G,VS2,5,1577,4
663,0.31,Ideal,5,H,SI1,3,464,4
664,2.02,Premium,4,I,SI2,2,13117,4
665,0.7,Premium,4,D,SI1,3,2782,5
666,0.41,Premium,4,G,VVS2,6,1076,4
667,1.71,Good,2,E,SI1,3,12224,5
668,0.94,Premium,4,E,SI2,2,3758,5
669,0.58,Premium,4,E,SI1,3,1949,5
670,0.81,Ideal,5,H,SI1,3,3514,4
671,0.31,Ideal,5,D,SI1,3,548,5
672,2.11,Premium,4,J,SI2,2,12554,4
673,1.1,Very Good,3,F,I1,1,3678,5
674,1.51,Very Good,3,G,SI2,2,7154,4
675,1.01,Ideal,5,F,VVS2,6,8688,5
676,0.4,Ideal,5,I,VS2,5,727,4
677,0.31,Ideal,5,F,SI1,3,490,5
678,1.51,Good,2,I,VS1,4,8975,4
679,0.35,Ideal,5,D,SI1,3,827,5
680,1.09,Good,2,D,VS1,4,7493,5
681,1.01,Very Good,3,D,VVS2,6,10800,5
682,0.72,Premium,4,J,VS2,5,1944,4
683,1.06,Ideal,5,I,SI2,2,4270,4
684,1.04,Fair,1,E,SI2,2,4566,5
685,0.31,Ideal,5,H,VS2,5,646,4
686,0.3,Very Good,3,I,VVS1,7,709,4
687,0.3,Very Good,3,H,SI1,3,421,4
688,0.41,Ideal,5,F,VS1,4,1007,5
689,0.4,Ideal,5,G,SI1,3,873,4
690,1.52,Very Good,3,J,VS2,5,7109,4
691,1.38,Ideal,5,J,SI2,2,5765,4
692,0.71,Ideal,5,H,VVS2,6,2594,4
693,0.32,Premium,4,G,VS2,5,672,4
694,0.5,Premium,4,E,SI1,3,1410,5
695,0.41,Ideal,5,F,VS2,5,1107,5
696,0.52,Ideal,5,E,SI1,3,1555,5
697,0.44,Ideal,5,G,VVS1,7,1160,4
698,0.53,Good,2,J,VS2,5,1023,4
699,0.33,Ideal,5,H,VVS1,7,730,4
700,0.54,Ideal,5,E,SI2,2,1340,5
701,1.7,Premium,4,J,SI2,2,7650,4
702,1.1,Ideal,5,H,SI1,3,5636,4
703,0.54,Premium,4,H,VS1,4,1637,4
704,0.4,Ideal,5,I,VVS2,6,758,4
705,0.31,Ideal,5,G,VS2,5,562,4
706,1.12,Premium,4,G,VVS1,7,8561,4
707,1.2,Premium,4,F,SI1,3,6250,5
708,0.72,Ideal,5,G,SI1,3,2385,4
709,2.0,Good,2,I,SI2,2,11400,4
710,1.23,Ideal,5,F,SI2,2,5894,5
711,0.5,Premium,4,D,VS2,5,1752,5
712,1.0,Premium,4,G,VS2,5,5242,4
713,1.02,Ideal,5,H,SI2,2,4207,4
714,0.33,Ideal,5,E,VVS2,6,917,5
715,0.56,Very Good,3,E,VS2,5,1770,5
716,0.26,Very Good,3,H,VVS2,6,565,4
717,1.37,Premium,4,J,SI2,2,5156,4
718,0.5,Ideal,5,E,SI2,2,1154,5
719,0.74,Ideal,5,H,SI2,2,2289,4
720,1.72,Ideal,5,G,SI2,2,10268,4
721,1.7,Very Good,3,E,SI2,2,12030,5
722,2.05,Fair,1,I,VS1,4,17408,4
723,1.52,Ideal,5,H,VS1,4,11154,4
724,0.41,Ideal,5,J,VS2,5,613,4
725,1.06,Premium,4,D,SI2,2,4903,5
726,1.5,Fair,1,E,SI2,2,6922,5
727,1.51,Good,2,J,VS2,5,7062,4
728,2.39,Premium,4,I,VS1,4,17642,4
729,1.53,Very Good,3,H,VS2,5,11557,4
730,0.5,Very Good,3,E,SI2,2,1154,5
731,0.72,Premium,4,F,SI1,3,2030,5
732,0.7,Fair,1,F,VS2,5,2762,5
733,1.03,Very Good,3,E,SI2,2,4668,5
734,0.82,Very Good,3,E,SI2,2,2975,5
735,0.41,Ideal,5,E,VVS1,7,1367,5
736,1.01,Good,2,E,VS1,4,6509,5
737,0.32,Good,2,E,SI1,3,524,5
738,0.4,Premium,4,E,SI1,3,882,5
739,0.5,Ideal,5,F,SI2,2,1079,5
740,2.0,Very Good,3,J,VS1,4,13203,4
741,1.72,Premium,4,F,SI1,3,14892,5
742,0.71,Premium,4,H,SI1,3,2207,4
743,0.33,Ideal,5,G,VS1,4,666,4
744,0.53,Ideal,5,D,VS2,5,1783,5
745,0.38,Very Good,3,F,VS2,5,752,5
746,0.56,Ideal,5,H,VS1,4,1616,4
747,0.34,Ideal,5,F,VVS1,7,935,5
748,0.21,Premium,4,E,SI1,3,326,5
749,1.02,Fair,1,E,VS2,5,5350,5
750,0.53,Premium,4,G,VS2,5,1335,4
751,0.92,Premium,4,F,SI1,3,3967,5
752,0.35,Premium,4,E,VS1,4,921,5
753,0.63,Very Good,3,H,VVS2,6,1932,4
754,1.01,Very Good,3,H,SI1,3,4642,4
755,0.56,Premium,4,D,SI1,3,1865,5
756,1.15,Very Good,3,G,VS2,5,7175,4
757,0.33,Very Good,3,D,SI2,2,492,5
758,1.0,Fair,1,G,SI1,3,4295,4
759,0.71,Very Good,3,E,SI2,2,2375,5
760,0.71,Very Good,3,F,SI2,2,2147,5
761,0.56,Ideal,5,D,VS2,5,2066,5
762,0.35,Ideal,5,H,VVS1,7,1024,4
763,0.3,Very Good,3,G,VVS1,7,635,4
764,0.39,Very Good,3,E,SI2,2,650,5
765,1.73,Very Good,3,G,VS2,5,16807,4
766,0.28,Ideal,5,E,VVS2,6,828,5
767,0.38,Ideal,5,J,SI1,3,525,4
768,0.7,Ideal,5,G,VS1,4,3206,4
769,0.3,Ideal,5,E,VS2,5,844,5
770,2.09,Very Good,3,F,SI2,2,18509,5
771,0.36,Ideal,5,E,VS2,5,1013,5
772,1.22,Premium,4,I,SI1,3,5368,4
773,0.54,Premium,4,F,VS2,5,1786,5
774,0.31,Ideal,5,F,VS2,5,591,5
775,1.21,Good,2,E,VS2,5,9176,5
776,1.55,Ideal,5,F,VS2,5,14185,5
777,0.26,Very Good,3,D,VS1,4,420,5
778,1.22,Very Good,3,J,SI2,2,3443,4
779,0.43,Very Good,3,G,VS1,4,943,4
780,0.93,Ideal,5,H,SI1,3,3844,4
781,1.2,Ideal,5,H,SI1,3,6968,4
782,0.56,Ideal,5,F,VS1,4,1915,5
783,0.3,Premium,4,E,SI1,3,675,5
784,0.32,Ideal,5,E,VS2,5,900,5
785,0.75,Premium,4,H,SI1,3,2331,4
786,0.72,Ideal,5,E,VS1,4,3283,5
787,0.7,Ideal,5,E,VS2,5,2952,5
788,0.51,Very Good,3,H,VS2,5,1414,4
789,0.69,Ideal,5,H,SI1,3,1822,4
790,0.3,Ideal,5,G,IF,8,1025,4
791,0.53,Ideal,5,F,VS1,4,1830,5
792,1.01,Good,2,D,SI1,3,5443,5
793,0.33,Ideal,5,D,VS1,4,839,5
794,1.5,Good,2,H,SI2,2,7714,4
795,0.3,Good,2,E,VVS2,6,814,5
796,1.51,Ideal,5,D,SI1,3,12738,5
797,0.67,Ideal,5,G,SI1,3,1662,4
798,0.35,Ideal,5,D,VS2,5,907,5
799,0.61,Ideal,5,G,SI1,3,1579,4
800,0.91,Fair,1,E,VVS2,6,5430,5
801,1.0,Premium,4,H,SI2,2,4032,4
802,1.5,Good,2,G,I1,1,4731,4
803,0.9,Very Good,3,G,VVS1,7,4601,4
804,0.34,Ideal,5,E,SI1,3,765,5
805,1.02,Ideal,5,F,VS2,5,7026,5
806,1.5,Premium,4,F,VS2,5,14199,5
807,0.4,Very Good,3,F,VS2,5,867,5
808,1.51,Very Good,3,E,SI2,2,9513,5
809,1.01,Very Good,3,G,IF,8,8621,4
810,0.4,Very Good,3,G,SI1,3,702,4
811,0.9,Ideal,5,H,VS1,4,5013,4
812,0.56,Ideal,5,E,SI1,3,1580,5
813,0.52,Ideal,5,H,VS2,5,1689,4
814,0.38,Ideal,5,E,VVS2,6,1027,5
815,0.42,Ideal,5,H,VS1,4,847,4
816,0.55,Ideal,5,E,VVS1,7,2609,5
817,0.7,Very Good,3,F,SI1,3,2382,5
818,0.24,Ideal,5,F,VVS1,7,678,5
819,0.8,Premium,4,J,SI2,2,2022,4
820,0.38,Ideal,5,D,VS1,4,1140,5
821,0.42,Ideal,5,D,VS1,4,1179,5
822,0.31,Ideal,5,D,VS1,4,713,5
823,0.31,Ideal,5,I,SI2,2,372,4
824,0.44,Very Good,3,F,VS1,4,1081,5
825,0.24,Ideal,5,I,VVS1,7,432,4
826,1.03,Premium,4,F,VS2,5,6307,5
827,1.52,Good,2,J,SI1,3,7022,4
828,0.51,Very Good,3,E,VVS2,6,2056,5
829,1.2,Ideal,5,G,VVS1,7,9784,4
830,0.39,Very Good,3,E,VS2,5,1065,5
831,0.29,Ideal,5,H,IF,8,607,4
832,0.7,Ideal,5,J,VS1,4,2107,4
833,0.52,Fair,1,E,VVS2,6,2079,5
834,0.93,Very Good,3,D,SI2,2,4214,5
835,0.41,Ideal,5,F,VVS1,7,1295,5
836,1.56,Good,2,F,SI2,2,9784,5
837,0.73,Very Good,3,I,VVS2,6,2565,4
838,1.06,Ideal,5,G,SI2,2,4238,4
839,1.1,Premium,4,E,SI2,2,4691,5
840,1.07,Ideal,5,I,VS2,5,4764,4
841,0.7,Good,2,I,I1,1,1111,4
842,0.38,Premium,4,G,SI1,3,855,4
843,0.3,Ideal,5,D,VS2,5,778,5
844,1.22,Ideal,5,I,VS2,5,7430,4
845,2.43,Premium,4,J,VS2,5,18692,4
846,0.4,Very Good,3,F,SI2,2,579,5
847,0.72,Premium,4,D,SI2,2,2429,5
848,0.34,Ideal,5,G,IF,8,974,4
849,1.09,Fair,1,F,SI2,2,3170,5
850,0.53,Ideal,5,E,VS2,5,1721,5
851,0.57,Good,2,G,VS2,5,1816,4
852,1.03,Premium,4,F,VS2,5,5330,5
853,2.14,Premium,4,I,VS2,5,17416,4
854,2.0,Ideal,5,G,SI1,3,13675,4
855,0.32,Premium,4,D,SI1,3,589,5
856,2.01,Good,2,H,SI2,2,14426,4
857,1.51,Fair,1,H,VS2,5,7534,4
858,1.72,Premium,4,G,VS1,4,17605,4
859,2.08,Very Good,3,H,SI2,2,15696,4
860,0.38,Ideal,5,I,VS1,4,703,4
861,0.9,Good,2,H,SI2,2,3024,4
862,1.0,Very Good,3,F,SI1,3,5058,5
863,0.39,Ideal,5,F,SI2,2,587,5
864,1.21,Ideal,5,I,VS1,4,6691,4
865,1.0,Premium,4,E,VS1,4,7420,5
866,0.29,Ideal,5,G,VS2,5,525,4
867,0.54,Very Good,3,G,SI1,3,1389,4
868,0.3,Very Good,3,G,VVS1,7,1013,4
869,0.31,Ideal,5,G,VVS1,7,755,4
870,0.83,Ideal,5,D,SI1,3,3933,5
871,1.0,Fair,1,I,SI1,3,2912,4
872,1.21,Very Good,3,F,VS2,5,7826,5
873,1.51,Very Good,3,J,VS2,5,7418,4
874,0.4,Ideal,5,F,VS2,5,1080,5
875,0.7,Ideal,5,I,VVS2,6,2487,4
876,0.52,Very Good,3,G,VS1,4,1641,4
877,0.37,Premium,4,H,SI1,3,666,4
878,1.52,Very Good,3,H,VS1,4,11912,4
879,0.76,Ideal,5,G,VVS2,6,3927,4
880,0.72,Ideal,5,F,VS2,5,3564,5
881,1.01,Ideal,5,G,VS1,4,6176,4
882,0.73,Premium,4,F,VS2,5,2841,5
883,0.59,Ideal,5,F,SI2,2,1371,5
884,1.04,Good,2,E,SI1,3,5766,5
885,1.51,Ideal,5,I,SI1,3,8574,4
886,1.77,Premium,4,J,SI2,2,8840,4
887,0.26,Ideal,5,D,VVS2,6,599,5
888,0.31,Ideal,5,H,VVS2,6,625,4
889,0.3,Ideal,5,I,SI2,2,360,4
890,1.12,Premium,4,D,SI2,2,5329,5
891,0.91,Premium,4,D,SI1,3,4352,5
892,0.5,Good,2,F,VS1,4,1415,5
893,0.59,Ideal,5,D,SI1,3,1912,5
894,0.36,Ideal,5,G,VS1,4,932,4
895,0.91,Ideal,5,E,SI2,2,3898,5
896,0.9,Very Good,3,H,VS1,4,3964,4
897,0.33,Ideal,5,H,VVS2,6,827,4
898,0.41,Premium,4,E,SI1,3,969,5
899,0.71,Ideal,5,F,VVS2,6,3499,5
900,2.36,Ideal,5,H,SI2,2,14146,4
901,0.67,Good,2,D,SI1,3,2258,5
902,1.23,Ideal,5,G,VS1,4,10859,4
903,0.43,Ideal,5,F,VVS2,6,1169,5
904,0.31,Premium,4,E,VS1,4,942,5
905,0.74,Ideal,5,I,SI1,3,2769,4
906,0.51,Premium,4,E,SI2,2,1205,5
907,0.4,Ideal,5,H,VVS2,6,877,4
908,1.02,Good,2,G,VVS1,7,8005,4
909,2.16,Ideal,5,J,SI1,3,14691,4
910,0.32,Premium,4,H,IF,8,842,4
911,0.43,Ideal,5,H,SI1,3,716,4
912,0.3,Ideal,5,E,SI2,2,401,5
913,1.03,Ideal,5,G,SI2,2,4470,4
914,1.53,Premium,4,G,SI1,3,9747,4
915,0.3,Premium,4,G,VS2,5,630,4
916,0.3,Ideal,5,F,VVS1,7,854,5
917,1.21,Very Good,3,E,SI1,3,7703,5
918,1.32,Ideal,5,I,VS1,4,7480,4
919,1.0,Ideal,5,G,VS1,4,6465,4
920,0.7,Premium,4,F,SI2,2,2362,5
921,0.7,Ideal,5,F,SI1,3,2382,5
922,1.03,Ideal,5,I,VS2,5,5378,4
923,1.52,Premium,4,D,SI2,2,8897,5
924,0.71,Ideal,5,J,SI1,3,2001,4
925,2.01,Good,2,I,VS2,5,15587,4
926,0.71,Ideal,5,I,IF,8,2701,4
927,1.0,Ideal,5,F,SI1,3,5292,5
928,0.59,Very Good,3,E,VS1,4,2021,5
929,0.52,Ideal,5,F,VVS2,6,2092,5
930,0.7,Very Good,3,I,VVS2,6,2415,4
931,0.35,Ideal,5,F,IF,8,1035,5
932,0.31,Ideal,5,F,VS2,5,625,5
933,0.74,Ideal,5,G,VS2,5,2877,4
934,0.3,Ideal,5,H,IF,8,764,4
935,0.33,Ideal,5,H,SI2,2,433,4
936,0.7,Premium,4,G,VS1,4,2512,4
937,0.75,Premium,4,H,SI2,2,2234,4
938,0.31,Ideal,5,I,VS1,4,544,4
939,1.2,Ideal,5,F,VS2,5,8334,5
940,1.5,Premium,4,H,I1,1,3457,4
941,1.35,Premium,4,H,VS1,4,8747,4
942,0.41,Good,2,D,SI1,3,738,5
943,0.73,Ideal,5,F,SI1,3,2527,5
944,0.9,Ideal,5,G,SI2,2,3521,4
945,1.61,Ideal,5,G,VS1,4,14341,4
946,0.41,Good,2,H,SI1,3,683,4
947,0.26,Ideal,5,G,VVS1,7,605,4
948,0.74,Ideal,5,I,IF,8,2952,4
949,1.0,Good,2,E,SI2,2,3889,5
950,0.32,Ideal,5,F,IF,8,943,5
951,1.02,Ideal,5,E,SI2,2,4798,5
952,0.4,Premium,4,F,VS1,4,1050,5
953,2.3,Ideal,5,H,SI2,2,18108,4
954,1.31,Ideal,5,I,VS2,5,6873,4
955,1.43,Very Good,3,D,SI1,3,9450,5
956,0.33,Ideal,5,E,VVS1,7,1052,5
957,1.06,Ideal,5,F,VVS2,6,8619,5
958,0.81,Premium,4,F,SI1,3,3004,5
959,0.84,Very Good,3,G,VS2,5,3535,4
960,1.21,Very Good,3,J,VS1,4,5452,4
961,0.42,Very Good,3,E,VS2,5,958,5
962,0.52,Very Good,3,E,SI2,2,1372,5
963,0.36,Premium,4,H,VVS2,6,726,4
964,1.13,Premium,4,E,SI2,2,5316,5
965,0.29,Ideal,5,G,VS1,4,507,4
966,0.57,Very Good,3,F,SI1,3,1346,5
967,0.41,Premium,4,H,VVS2,6,961,4
968,1.0,Premium,4,E,SI1,3,4805,5
969,1.02,Premium,4,D,SI1,3,5998,5
970,1.24,Premium,4,I,VS2,5,4858,4
971,2.05,Premium,4,G,SI2,2,12857,4
972,0.32,Very Good,3,H,VVS1,7,730,4
973,1.16,Premium,4,I,VS2,5,5016,4
974,1.2,Ideal,5,G,SI2,2,5826,4
975,0.93,Ideal,5,H,SI1,3,4635,4
976,0.71,Ideal,5,J,VVS2,6,2226,4
977,1.02,Premium,4,F,VS2,5,6479,5
978,0.3,Ideal,5,D,SI1,3,709,5
979,0.36,Premium,4,G,VS1,4,932,4
980,1.37,Ideal,5,G,IF,8,13439,4
981,0.4,Ideal,5,E,VS2,5,1090,5
982,0.52,Ideal,5,D,SI2,2,1292,5
983,1.01,Very Good,3,I,SI1,3,4189,4
984,0.31,Ideal,5,E,VS2,5,680,5
985,0.9,Very Good,3,H,VS2,5,3919,4
986,0.41,Ideal,5,E,SI2,2,683,5
987,1.19,Very Good,3,G,VVS2,6,8689,4
988,0.73,Ideal,5,F,SI1,3,3249,5
989,0.51,Ideal,5,E,SI1,3,1343,5
990,0.62,Premium,4,F,SI2,2,1234,5
991,0.31,Ideal,5,D,VS1,4,774,5
992,0.71,Ideal,5,D,SI2,2,2505,5
993,1.51,Ideal,5,D,VS1,4,16688,5
994,0.25,Very Good,3,E,VVS1,7,576,5
995,0.51,Very Good,3,D,VS2,5,1633,5
996,1.02,Premium,4,D,SI2,2,4044,5
997,0.37,Ideal,5,E,VS1,4,999,5
998,1.06,Ideal,5,F,SI1,3,6249,5
999,0.41,Ideal,5,E,VVS1,7,1367,5
1000,0.3,Ideal,5,H,VVS2,6,581,4
1001,0.65,Good,2,I,VS1,4,1744,4
1002,1.0,Very Good,3,E,SI2,2,4392,5
1003,1.5,Very Good,3,E,SI1,3,12247,5
1004,0.76,Ideal,5,D,VVS2,6,4223,5
1005,0.51,Premium,4,F,VS1,4,1627,5
1006,1.0,Premium,4,E,I1,1,3584,5
1007,0.32,Ideal,5,F,VVS1,7,867,5
1008,0.41,Ideal,5,D,SI1,3,1015,5
1009,0.32,Ideal,5,F,VVS2,6,945,5
1010,1.13,Premium,4,H,SI1,3,4689,4
1011,0.53,Very Good,3,J,VS1,4,1106,4
1012,0.81,Ideal,5,F,VVS2,6,4630,5
1013,1.5,Very Good,3,J,SI2,2,5902,4
1014,1.0,Premium,4,E,SI1,3,5396,5
1015,0.41,Premium,4,G,SI1,3,719,4
1016,0.32,Ideal,5,E,VVS1,7,1044,5
1017,1.5,Premium,4,I,SI2,2,7056,4
1018,0.72,Ideal,5,F,VVS1,7,4362,5
1019,0.4,Very Good,3,D,VS2,5,982,5
1020,1.0,Good,2,E,SI2,2,3696,5
1021,0.93,Ideal,5,H,VS1,4,4265,4
1022,1.0,Premium,4,G,VVS1,7,8154,4
1023,1.01,Premium,4,G,SI2,2,4327,4
1024,1.55,Premium,4,E,SI2,2,7161,5
1025,1.18,Ideal,5,E,VVS2,6,11906,5
1026,0.3,Premium,4,F,VS1,4,570,5
1027,0.33,Ideal,5,I,SI1,3,463,4
1028,1.03,Fair,1,I,VS1,4,4328,4
1029,1.17,Premium,4,G,VS1,4,7564,4
1030,1.26,Very Good,3,G,VS2,5,8040,4
1031,0.31,Premium,4,D,SI1,3,684,5
1032,1.14,Premium,4,F,SI1,3,5135,5
1033,0.32,Ideal,5,E,VVS2,6,883,5
1034,0.31,Ideal,5,E,VS2,5,872,5
1035,1.03,Very Good,3,G,VS2,5,6036,4
1036,0.9,Ideal,5,D,SI1,3,4304,5
1037,1.13,Premium,4,I,SI1,3,4746,4
1038,1.05,Ideal,5,G,VS2,5,6586,4
1039,1.34,Ideal,5,F,SI1,3,7893,5
1040,1.03,Very Good,3,D,SI1,3,5948,5
1041,0.51,Ideal,5,G,VVS2,6,1875,4
1042,0.52,Ideal,5,G,VVS2,6,1911,4
1043,0.33,Ideal,5,F,VVS1,7,955,5
1044,0.52,Very Good,3,I,SI1,3,1088,4
1045,1.64,Premium,4,I,SI2,2,8587,4
1046,1.22,Ideal,5,H,SI2,2,5807,4
1047,0.96,Premium,4,G,SI2,2,4204,4
1048,0.75,Ideal,5,E,VS2,5,3192,5
1049,0.4,Very Good,3,D,VVS2,6,1010,5
1050,0.59,Premium,4,D,VVS2,6,2538,5
1051,0.32,Ideal,5,F,VS2,5,645,5
1052,0.96,Premium,4,H,SI1,3,4026,4
1053,0.71,Premium,4,G,VS2,5,2443,4
1054,0.79,Very Good,3,F,SI1,3,3047,5
1055,0.36,Premium,4,E,VS2,5,1013,5
1056,1.0,Premium,4,F,SI1,3,5645,5
1057,0.82,Premium,4,F,VS1,4,3513,5
1058,0.6,Ideal,5,E,VS2,5,1897,5
1059,1.22,Very Good,3,H,SI1,3,6323,4
1060,1.52,Fair,1,H,I1,1,3504,4
1061,1.09,Premium,4,E,SI1,3,5237,5
1062,0.53,Ideal,5,F,VS1,4,1939,5
1063,0.39,Ideal,5,G,VVS2,6,974,4
1064,0.58,Ideal,5,F,SI2,2,1776,5
1065,1.26,Premium,4,E,VVS1,7,14952,5
1066,0.4,Ideal,5,D,SI2,2,798,5
1067,1.11,Ideal,5,H,VVS1,7,8508,4
1068,1.1,Good,2,F,SI2,2,3918,5
1069,0.41,Ideal,5,G,SI1,3,671,4
1070,0.5,Very Good,3,G,VVS2,6,1838,4
1071,1.52,Premium,4,F,VS2,5,13919,5
1072,0.53,Ideal,5,F,VS1,4,1832,5
1073,0.3,Very Good,3,G,VS2,5,526,4
1074,0.29,Very Good,3,D,SI1,3,737,5
1075,0.7,Ideal,5,H,VS1,4,3185,4
1076,0.3,Ideal,5,I,VVS2,6,532,4
1077,0.3,Very Good,3,E,VVS2,6,789,5
1078,1.51,Premium,4,H,SI1,3,9833,4
1079,1.03,Good,2,D,SI2,2,4671,5
1080,0.71,Ideal,5,G,SI1,3,3007,4
1081,0.3,Premium,4,G,SI2,2,452,4
1082,0.7,Ideal,5,I,VVS2,6,2530,4
1083,1.26,Premium,4,F,VS1,4,9896,5
1084,1.23,Premium,4,F,I1,1,3375,5
1085,0.84,Ideal,5,G,SI2,2,2879,4
1086,0.4,Ideal,5,E,SI1,3,737,5
1087,1.07,Ideal,5,G,SI2,2,4021,4
1088,0.67,Good,2,E,VS1,4,2427,5
1089,0.41,Ideal,5,G,VS2,5,1061,4
1090,0.8,Ideal,5,D,SI1,3,3195,5
1091,0.34,Ideal,5,F,VS1,4,760,5
1092,0.32,Ideal,5,E,SI2,2,427,5
